SRR12458775,PRJNA558701
SRR12458811,PRJNA558701
SRR12458773,PRJNA558701
SRR12458772,PRJNA558701
SRR12458812,PRJNA558701
SRR12458810,PRJNA558701
SRR12458809,PRJNA558701
SRR12458808,PRJNA558701
SRR12458807,PRJNA558701
SRR12458806,PRJNA558701
SRR12458805,PRJNA558701
SRR12458774,PRJNA558701
SRR12458804,PRJNA558701
SRR12458802,PRJNA558701
SRR12458801,PRJNA558701
SRR12458800,PRJNA558701
SRR12458799,PRJNA558701
SRR12458798,PRJNA558701
SRR12458797,PRJNA558701
SRR12458796,PRJNA558701
SRR12458795,PRJNA558701
SRR12458794,PRJNA558701
SRR12458803,PRJNA558701
SRR12458793,PRJNA558701
SRR12458791,PRJNA558701
SRR12458790,PRJNA558701
SRR12458789,PRJNA558701
SRR12458788,PRJNA558701
SRR12458787,PRJNA558701
SRR12458786,PRJNA558701
SRR12458785,PRJNA558701
SRR12458784,PRJNA558701
SRR12458783,PRJNA558701
SRR12458792,PRJNA558701
SRR12458782,PRJNA558701
SRR12458780,PRJNA558701
SRR12458779,PRJNA558701
SRR12458778,PRJNA558701
SRR12458777,PRJNA558701
SRR12458776,PRJNA558701
SRR12458771,PRJNA558701
SRR12458770,PRJNA558701
SRR12458769,PRJNA558701
SRR12458768,PRJNA558701
SRR12458781,PRJNA558701
SRR12458767,PRJNA558701
SRR12458765,PRJNA558701
SRR12458764,PRJNA558701
SRR12458763,PRJNA558701
SRR12458762,PRJNA558701
SRR12458761,PRJNA558701
SRR12458760,PRJNA558701
SRR12458759,PRJNA558701
SRR12458758,PRJNA558701
SRR12458757,PRJNA558701
SRR12458766,PRJNA558701
SRR12458756,PRJNA558701
SRR12458754,PRJNA558701
SRR12458753,PRJNA558701
SRR12458752,PRJNA558701
SRR12458751,PRJNA558701
SRR12458750,PRJNA558701
SRR12458749,PRJNA558701
SRR12458748,PRJNA558701
SRR12458747,PRJNA558701
SRR12458746,PRJNA558701
SRR12458755,PRJNA558701
SRR12458745,PRJNA558701
SRR12458743,PRJNA558701
SRR12458742,PRJNA558701
SRR12458741,PRJNA558701
SRR12458740,PRJNA558701
SRR12458739,PRJNA558701
SRR12458738,PRJNA558701
SRR12458737,PRJNA558701
SRR12458736,PRJNA558701
SRR12458735,PRJNA558701
SRR12458744,PRJNA558701
SRR12458819,PRJNA558701
SRR12458817,PRJNA558701
SRR12458816,PRJNA558701
SRR12458815,PRJNA558701
SRR12458814,PRJNA558701
SRR12458813,PRJNA558701
SRR12458818,PRJNA558701

SRR1106117,PRJNA234451
SRR1106119,PRJNA234451
SRR1106121,PRJNA234451
SRR1106123,PRJNA234451
SRR1106126,PRJNA234451
SRR1106129,PRJNA234451
SRR1106548,PRJNA234451
SRR1106549,PRJNA234451
SRR1106550,PRJNA234451
SRR1106552,PRJNA234451
SRR1145844,PRJNA234452
SRR1145845,PRJNA234452
SRR1145846,PRJNA234452
SRR1145847,PRJNA234452
SRR1570805,PRJNA257543

