SRR12458818,PRJNA558701
SRR1106117,PRJNA234451
SRR1106119,PRJNA234451
SRR1106121,PRJNA234451
SRR1106123,PRJNA234451
SRR1106126,PRJNA234451
SRR1106129,PRJNA234451
SRR1106548,PRJNA234451
SRR1106549,PRJNA234451
SRR1106550,PRJNA234451
SRR1106552,PRJNA234451
SRR1145844,PRJNA234452
SRR1145845,PRJNA234452
SRR1145846,PRJNA234452
SRR1145847,PRJNA234452
SRR1570805,PRJNA257543
SRR1162491,PRJNA229624
ERR036228,PRJEB2358
ERR040132,PRJEB2424
ERR040133,PRJEB2424
ERR046855,PRJEB2221
ERR1034587,PRJEB10385
ERR1034610,PRJEB10385
ERR1035363,PRJEB10385
ERR1679637,PRJEB15857
ERR181983,PRJEB2794
ERR400440,PRJEB5162
ERR551732,PRJEB9680
ERR551751,PRJEB9680
ERR552937,PRJEB9680
ERR553000,PRJEB7727
